Artist,Title,Medium,Year_acquisition,Medium_classified
Francesc Català-Roca,Calle Arco del Teatro (Arco del Teatro Street),Photography,2004,photography
Francesc Català-Roca,"Louis Armstrong, Trummy Young, Arvell Shaw y Edmond Hall, Windsor Palace, Barcelona (Louis Armstrong, Trummy Young, Arvell Shaw and Edmond Hall, Windsor Palace, Barcelona)",Photography,2010,photography
Francesc Català-Roca,"Louis Armstrong, Trummy Young, Billy Kyle, Windsor Palace, Barcelona",Photography,2010,photography
Francesc Català-Roca,"Lionel Hampton, Windsor Palace, Barcelona",Photography,2010,photography
Francesc Català-Roca,"Billy Mackel, Windsor Palace, Barcelona",Photography,2010,photography
Francesc Català-Roca,"Sardana en el Parc de la Ciutadella, Barcelona (Sardana at the Parc de la Ciutadella, Barcelona)",Photography,2008,photography
Francesc Català-Roca,Esquina (Street Corner),Photography,2004,photography
Francesc Català-Roca,Cine en la Gran Vía (Movie Theater on Gran Vía),Photography,2004,photography
Francesc Català-Roca,Laboratorios Uriach de Ribas Piera (Uriach Laboratories of Ribas Piera),Photography,2004,photography
Francesc Català-Roca,Camprodon,Photography,2008,photography
Francesc Català-Roca,"Josep Pla en Llofriu, Girona (Josep Pla in Llofriu, Girona)",Photography,2004,photography
Toni Catany,"Puig de Mina, Santa Eulalia (Puig de Mina, Santa Eulalia)",Photography,2010,photography
Toni Catany,S/T (Bodegón) (No Title [Still Life]),Photography,2010,photography
Toni Catany,S/T (Nu) (No Title [Nude]),Photography,2010,photography
Patrick Caulfield,Inside a Swiss Chalet,Painting,2000,painting
John Cavanaugh,Blink,Film,2009,video art
Ceesepe (Carlos Sánchez Pérez),"Pepi, Luci, Bom y otras chicas del montón (Pepi, Luci, Bom, and Other Girls on the Heap)",Painting,2015,painting
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Dos mujeres (Two Women),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Mujeres (Women),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Mujeres (Women),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Gabriel Celaya,Sin título (Untitled),"Work on paper, Drawing",2001,graphics
Agustí Centelles,Puerto de Barcelona (Port of Barcelona),Photography,2009,photography
Agustí Centelles,Calle del Arco (Arco Street),Photography,2010,photography
Agustí Centelles,Local del CADCI (CADCI Premises),Photography,2010,photography
Agustí Centelles,"La Criolla, Barcelona",Photography,2015,photography
Agustí Centelles,"La Criolla, Barcelona",Photography,2016,photography
Agustí Centelles,"Soldados de las Milicias Populares, Sierra de Alcubierre (Huesca) (Soldiers from the People's Militia, Sierra de Alcubierre [Huesca])",Photography,2009,photography
Agustí Centelles,Salida de soldados a Zaragoza por la estación de Francia (Soldiers Departure for Saragossa from the Estación de Francia),Photography,2009,photography
Agustí Centelles,Voluntarios para el frente (Volunteers for the Frontline),Photography,2010,photography
Agustí Centelles,"Guardias de asalto en la calle Diputació, Barcelona (Assault Guards in Diputació Street, Barcelona)",Photography,2010,photography
Agustí Centelles,"Barcelona, milicianos partiendo al frente (Barcelona, Militiamen Leaving for the Frontline)",Photography,2010,photography
Agustí Centelles,"Barcelona, traslado de un herido (Barcelona, Transporting an Injured Man)",Photography,2010,photography
Agustí Centelles,Monte Aragón (Aragon Mountain),Photography,2010,photography
Agustí Centelles,Ametralladora emplazada en la Vía Layetana (Machine Gun Positioned on the Vía Laietana),Photography,2010,photography
Agustí Centelles,Balcón de la Generalitat de Catalunya durante la conmemoración del XIX aniversario de la Revolución Rusa (Balcony of the Generalitat of Catalonia During the Commemoration of the 19th Anniversary of the Russian Revolution),Photography,2010,photography
Agustí Centelles,"Barcelona, 19 de julio de 1936 (Barcelona, July 19th 1936)",Photography,2008,photography
Agustí Centelles,Manifestación (Demonstration),Photography,2008,photography
Agustí Centelles,Los Guardias de Asalto cargan contra los manifestantes por el triunfo del Frente Popular (The Assault Guards Charge at Demonstrators over the Victory of the Popular Front),Photography,2017,photography
Agustí Centelles,Buenaventura Durruti y Enric Pérez Farràs encabezan la columna de voluntarios que partió hacia el frente de Aragón (Buenaventura Durruti and Enric Pérez Farràs Lead the Column of Volunteers Who Headed to the Aragón Frontline),Photography,2010,photography
Agustí Centelles,No Title,Photography,2009,photography
Agustí Centelles,Bombardeo sobre Barcelona (Air Raid over Barcelona),Photography,2009,photography
Agustí Centelles,Mitin pro hospitales (Rally in Support of Hospitals),Photography,2009,photography
Agustí Centelles,"Frente de Aragón, sector Huesca, soldados del ejército popular desalojando al enemigo de un pueblo (Aragon Frontline, Huesca Area, Soldiers of the Popular Army Clearing the Enemy Out of a Town)",Photography,2009,photography
Agustí Centelles,Evacuados de Teruel (Evacuees from Teruel),Photography,2009,photography
Agustí Centelles,El general Pozas en Bujaraloz (General Pozas in Bujaraloz),Photography,2009,photography
Agustí Centelles,Teruel,Photography,2010,photography
Agustí Centelles,Teruel,Photography,2010,photography
Agustí Centelles,Bombardeo de Lleida (Air Raid on Lleida),Photography,2010,photography
Agustí Centelles,Lluís Companys con Rafael Alberti y Mª Teresa León (Lluís Companys with Rafael Alberti and Mª Teresa León),Photography,2010,photography
Agustí Centelles,Prieto en la toma de Teruel (Prieto in the Taking of Teruel),Photography,2010,photography
Agustí Centelles,"Belchite, Zaragoza, frente de Aragón (Belchite, Saragossa, Aragon Frontline)",Photography,2010,photography
Agustí Centelles,Teruel conquistado para la República (Teruel Conquered for the Republic),Photography,2010,photography
Agustí Centelles,Teruel,Photography,2010,photography
Agustí Centelles,Teruel,Photography,2010,photography
Agustí Centelles,Belchite,Photography,2010,photography
Agustí Centelles,Teruel,Photography,2010,photography
Agustí Centelles,Asegurando el abastecimiento de agua (Ensuring Water Supply),Photography,2010,photography
Agustí Centelles,Piloto alemán caído (Fallen German Pilot),Photography,2010,photography
Agustí Centelles,Autorretrato en el frente de Aragón (Self-Portrait on Aragon Frontline),Photography,2008,photography
Agustí Centelles,Huesca,Photography,2008,photography
Agustí Centelles,Teruel,Photography,2008,photography
Agustí Centelles,Belchite,Photography,2008,photography
Agustí Centelles,Teruel,Photography,2008,photography
Agustí Centelles,Bombardeo en Lleida (Air Raid on Lleida),Photography,2011,photography
Agustí Centelles,Bombardeo en Lleida (Air Raid on Lleida),Photography,2011,photography
Agustí Centelles,Lluís Companys en el Frente de Huesca (Lluís Companys at Huesca Frontline),Photography,2017,photography
Agustí Centelles,Entierro de Durruti (Durruti's Burial),Photography,2017,photography
Agustí Centelles,Niño refugiado en Estadio de Montjuic (Refugee Child at Montjuic Stadium),Photography,2017,photography
Agustí Centelles,Bombardeo en la Gran Vía (Air Raid on the Gran Vía),Photography,2010,photography
Carla Cerati,Gorizia. Ospedale Psichiatrico Provinciale (Gorizia. Provincial Psychiatric Hospital),Photography,2015,photography
Carla Cerati,Ospedale Psichiatrico Provinciale di Firenze (Provincial Psychiatric Hospital in Florence),Photography,2015,photography
Carla Cerati,Ospedale Psichiatrico di Parma (Psychiatric Hospital in Parma),Photography,2015,photography
Elda Cerrato,Algunos segmentos (Some Segments ),Film,2018,video art
Elda Cerrato,De la realidad: Relevamientos para el sueño de la casita propia (From Reality: Surveys for the Dream of Owning a Little House),"Work on paper, Drawing",2018,graphics
Elda Cerrato,Las memorias de nuestra sombra (The Memories of Our Shadow),"Work on paper, Drawing",2018,graphics
Martín Chambi,Machu Picchu. Interiores y portadas en el Palacio del Jefe (Machu Picchu. Interiors and Façades of the Palacio del Jefe),Photography,2018,photography
Martín Chambi,Machu Picchu. Portada del recinto principal en el Palacio del Jefe (Machu Picchu. Façade of the Main Enclosure of the Palacio del Jefe),Photography,2018,photography
Martín Chambi,"Machu Picchu. Interior de la habitación recubierta de arcilla, con los clavos cilíndricos de piedra y las ventanas trapeciales (Machu Picchu. Interior of the Room Covered in Clay, with Cylindrical Stone Nails and Trapezoid Windows)",Photography,2018,photography
Martín Chambi,Machu Picchu. Recámara del Templo principal (Machu Picchu. Chamber in the Main Temple),Photography,2018,photography
Martín Chambi,Cusco histórico (Historic Cusco),Photography,2018,photography
Martín Chambi,Cusco histórico (Historic Cusco),Photography,2019,photography
Koldo Chamorro,S/T (Navarra) (No Title [Navarra]),Photography,2012,photography
Koldo Chamorro,Lumbier (Navarra),Photography,2009,photography
Koldo Chamorro,Andalucía (Andalusia),Photography,2009,photography
Koldo Chamorro,No Title,Photography,2012,photography
Koldo Chamorro,"Xátiva, Valencia",Photography,2012,photography
E. Chara,Los niños de hoy son los hombres de mañana y España los quiere sanos y fuertes (The Boys of Today Are the Men of Tomorrow and Spain Wants Them Healthy and Strong),Graphic art,2009,graphics
Lothar Charoux,Composição III (Composition III),"Work on paper, Drawing",2008,graphics
Lothar Charoux,Composição I (Composition I),"Work on paper, Drawing",2008,graphics
Lothar Charoux,Composição II (Composition II),"Work on paper, Drawing",2008,graphics
Lothar Charoux,Composição (Composition),"Work on paper, Drawing",2008,graphics
Ferran Chavarría,Liquidación total (Everything Must Go),Graphic art,2010,graphics
Vera Chaves Barcellos,Combinável I (Combinable I),Room 104.02,2020,
Vera Chaves Barcellos,Epidermic Scapes,"Action, Photography",2020,photography
Raimond Chaves,Carbon Copy Jungle III,,2016,
Raimond Chaves,Abstract,,2016,
Pietrina Checcacci,Pare Agora (Stop Now),Sculpture,,sculpture
Chiat/Day/Mojo,Advertising for readymades belong to everyone®,Photography,2012,photography
Eduardo Chicharro Agüera,El poema de Armida y Reinaldo (The Poem of Armida and Reinaldo),Painting,1988,painting
Eduardo Chicharro Agüera,Dolor (Pain),Painting,1988,painting
Eduardo Chicharro Agüera,El alguacil Araujo (Constable Araujo),Painting,1988,painting
Eduardo Chicharro Briones,Retrato de Fray Justo Pérez de Urbel (Portrait of Fray Justo Pérez de Urbel),Painting,1988,painting
Lucinda Childs,9 Evenings: Theatre & Engineering. Vehicle,"Video, Performance",2009,video art
Eduardo Chillida,El espíritu de los pájaros I (The Spirit of the Birds I),Sculpture,1988,sculpture
Eduardo Chillida,El peine del viento I (Wind Comb I),Sculpture,1988,sculpture
Eduardo Chillida,Del plano oscuro (From the Dark Plan),Sculpture,2013,sculpture
Eduardo Chillida,Yunque de sueños XIII (Anvil of Dreams XIII),Sculpture,1997,sculpture
Eduardo Chillida,Sin título (Untitled),"Work on paper, Drawing",1997,graphics
Eduardo Chillida,Sin título (Untitled),"Work on paper, Drawing",1997,graphics
Eduardo Chillida,La casa de J.S. Bach (J.S. Bach's House),Sculpture,1997,sculpture
Eduardo Chillida,Collage,"Work on paper, Collage",1988,graphics
Eduardo Chillida,Mesa de Omar Khayyam II (Omar Khayyam's Table II),Sculpture,1995,sculpture
Eduardo Chillida,Topos I,Sculpture,1997,sculpture
Eduardo Chillida,Gnomon III,Sculpture,1997,sculpture
Eduardo Chillida,Homenaje a la mar III (Homage to the Sea III),Sculpture,1997,sculpture
Eduardo Chillida,Lurra nº 67 (Earth No. 67),Sculpture,1997,sculpture
Eduardo Chillida,Topos II,Sculpture,1997,sculpture
Eduardo Chillida,Sin título (boceto para logotipo del Centro de Arte Reina Sofía) (Untitle [Sketch for Reina Sofía Art Centre Logo]),"Work on paper, Drawing",2002,graphics
Eduardo Chillida,Gravitación I (Gravitation I),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación II (Gravitation II),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación IV (Gravitation IV),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación VII (Gravitation VII),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XV (Gravitation XV),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XXXIV (Gravitation XXXVI),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XXXV (Gravitation XXXV),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XXXVI (Gravitation XXXVI),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XXXVIII (Gravitation XXXVIII),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XXXIX (Gravitation XXXIX),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Gravitación XL (Gravitation XL),"Work on paper, Collage",1988,graphics
Eduardo Chillida,Homenaje a Juan Gris (Homage to Juan Gris),Sculpture,1997,sculpture
Eduardo Chillida,"La mesa de Giacometti, I (Giacometti's Table, I)",Sculpture,2005,sculpture
Eduardo Chillida,Toki Egin (Homenaje a San Juan de la Cruz) (Toki Egin [Homage to San Juan de la Cruz]),Sculpture,1997,sculpture
Eduardo Chillida,Lurra (G-199) (Earth [G-199]),Sculpture,2003,sculpture
Eduardo Chillida,"Besarkada, XV (The Embrace, XV)",Sculpture,1999,sculpture
Martín Chirino,Pueblo (Village),Sculpture,1988,sculpture
Martín Chirino,Composición (1) (Composition [1]),Sculpture,1988,sculpture
Martín Chirino,El carro (2) (The Cart [2]),Sculpture,1997,sculpture
Martín Chirino,Composición constructivista (5) (Constructivist Composition [5]),Sculpture,2001,sculpture
Martín Chirino,Composición. Homenaje a El Lissitzky (Composition. Homage to El Lissitzky),Sculpture,2013,sculpture
Martín Chirino,Meditarránea III (Mediterranean III),Sculpture,1988,sculpture
Martín Chirino,Mi patria es una roca I (My Homeland Is a Rock I),Sculpture,1989,sculpture
Martín Chirino,Homenaje a Malévich (Homage to Malevich),Sculpture,1989,sculpture
Martín Chirino,Carnet 3. Morateña (Notebook 3. Morateña),"Work on paper, Drawing",1999,graphics
Martín Chirino,Carnet 4. Canarias (Notebook 4. Canary Islands),"Work on paper, Drawing",1999,graphics
