Artist,Title,Medium,Year_acquisition
Abraham Lacalle,La escopeta (The Shotgun),Graphic art,2004
Abraham Lacalle,Salmón disecado (Stuffed Salmon),Graphic art,2004
Abraham Lacalle,Hastío sideral (Astral Weariness),Graphic art,2004
Abraham Lacalle,Día falso (False Day),Graphic art,2004
Abraham Lacalle,El hacha (The Axe),Graphic art,2004
Suzanne Lacy,Learn Where the Meat Comes From,Video,2006
Carmen Laffón,La novia (The Bride),Painting,1988
Carmen Laffón,Coria del Río,Painting,2000
Carmen Laffón,Hojas y sarmientos (Grape Leaves and Shoots),"Work on paper, Drawing",2007
Carmen Laffón,Cepas (Stumps),Sculpture,2007
Suzanne Lafont,Sans titre (Double portrait) (Untitled [Double Portrait]),Photography,2014
Suzanne Lafont,Grimace (Grimace),Photography,2014
Celso Lagar,Desnudo (Nude),Painting,1988
Celso Lagar,La Guerra Civil (The Civil War),Painting,1999
Antonio Lago Rivera,Parque zoológico (Zoo),Painting,1988
Antonio Lago Rivera,Sin título (Untitled),Painting,1988
Eloy Laguardia (Eloy Giménez Laguardia),Sin título (Untitled),"Work on paper, Drawing",2017
Eloy Laguardia (Eloy Giménez Laguardia),Recuerdo triste (Sad Memory),Painting,1988
Eloy Laguardia (Eloy Giménez Laguardia),Mariposa negra (Black Butterfly),Painting,1988
Eloy Laguardia (Eloy Giménez Laguardia),Hiver-grey (Winter-Grey),Painting,1988
Mercedes Laguens García,Barro con alma (Clay with Soul),Sculpture,1997
Manolo Laguillo,Barcelona. Terrado en la calle Balmes (Barcelona. Terrace on Calle Balmes),Photography,2019
Manolo Laguillo,Barcelona,Photography,2009
Manolo Laguillo,Barcelona,Photography,2009
Manolo Laguillo,Barcelona,Photography,2009
Manolo Laguillo,Terrassa. Medianera de plancha ondulada (Terrassa. Dividing Wall with Corrugated Sheet),Photography,2019
Manolo Laguillo,Downtown Atlanta,Photography,2009
Manolo Laguillo,Las Vegas,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,Tenerife,Photography,2009
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Manolo Laguillo,"Lavapiés, julio-agosto, 2014 (Lavapiés, July-August, 2014)",Photography,2015
Fernanda Laguna,Licor de café (Coffee Liquor),Painting,2018
Santiago Lagunas,Sin título (Untitled),"Work on paper, Drawing",2019
Santiago Lagunas,Boceto del anfiteatro y la pantalla. Proyecto de reforma del Cine Dorado de Zaragoza (Sketch of the Amphitheatre and Screen. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto del techo. Proyecto de reforma del Cine Dorado de Zaragoza (Sketch of the Ceiling. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto de la vidriera para el vestíbulo del anfiteatro. Proyecto de reforma del Cine Dorado de Zaragoza (Sketch of the Stained Glass Window for the Ampitheatre Lobby. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto para los azulejos del bar. Proyecto de reforma del Cine Dorado de Zaragoza (Sketch of Tiles in the Bar. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto para los azulejos del bar. Proyecto de refroma del Cine Dorado de Zaragoza (Sketch of Tiles in the Bar. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto para el pavimento de las taquillas. Proyecto de refroma del Cine Dorado de Zaragoza (Sketch of the Flooring in the Ticket Offices. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Boceto del pavimento para vestíbulo principal. Proyecto de reforma del Cine Dorado de Zaragoza (Sketch of the Flooring for the Main Lobby. Project to Remodel Cine Dorado in Saragossa),Room 400.05,2016
Santiago Lagunas,Decoración de la pantalla y el techo. Reforma del Cine Dorado de Zaragoza (Screen and Ceiling Decoration. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Vidriera del vestíbulo del anfiteatro. Reforma del Cine Dorado de Zaragoza (Stained-Glass Window for the Amphitheatre Lobby. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Vista interior del vestíbulo y el bar. Reforma del Cine Dorado de Zaragoza (View Inside the Lobby and Bar. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Vista interior del anfiteatro y decoración del techo. Reforma del Cine Dorado de Zaragoza (View Inside the Amphitheatre and Ceiling Decoration. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Decoración del bar. Reforma del Cine Dorado de Zaragoza (Bar Decoration. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Vidriera del vestíbulo del anfiteatro. Reforma del Cine Dorado de Zaragoza (Stained-Glass Window for the Amphitheatre Lobby. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Vidriera del vestíbulo del anfiteatro. Reforma del Cine Dorado de Zaragoza (Stained-Glass Window for the Amphitheatre Lobby. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Pantalla. Reforma del Cine Dorado de Zaragoza (Screen. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Interior del anfiteatro. Reforma del Cine Dorado de Zaragoza (The Amphitheatre Interior. Remodelling of Cine Dorado in Zaragoza),"Photography, Architecture",2016
Santiago Lagunas,Paris,Painting,1988
Santiago Lagunas,Palpitación azul (Blue Palpitation),Painting,1988
Santiago Lagunas,Infancia (Childhood),Painting,1988
Santiago Lagunas,Autopsia (Autopsy),Painting,1988
Santiago Lagunas,Composición en rojo (Composition in Red),Painting,1988
Genaro Lahuerta,Bodegón (Still Life),"Work on paper, Drawing",1988
Rosemary Laing,Groundspeed (Red Piazza) #4,Photography,2002
Wifredo Lam,Retrato de Doña Teresa Jiménez Heras de Carretero (Portrait of Doña Teresa Jiménez Heras de Carretero),Painting,1999
Wifredo Lam,Retrato de Don Luis Carretero Nieva (Portrait of Don Luis Carretero Nieva),Painting,1999
Wifredo Lam,La fruta bomba (Papaya Fruit),Painting,1999
Wifredo Lam,Nativité (Nativity),Painting,1999
Wifredo Lam,Guardián del Paraíso (Caretaker of Paradise),Sculpture,1988
Menchu Lamas,O pescador (The Fisherman),Painting,1988
Menchu Lamas,O siameses do círculo (The Siamese of the Circle),Painting,1988
Antonio Lamazares,Ojos albos (White Eyes),"Work on paper, Drawing",1988
Antonio Lamazares,Eidos de Bama (Fields of Bama),Painting,1997
David Lamelas,Piel rosa (Pink Skin),Installation,2017
David Lamelas,To Pour Milk into a Glass,"Installation, Film",2006
David Lamelas,The Dictator,Video,2011
Antoni G. Lamolla,Sin título (Untitled),Sculpture,2014
Antoni G. Lamolla,Sin título (Untitled),Painting,2014
Teresa Lanceta,Sin título (Untitled),Painting,1998
Teresa Lanceta,Triángulos rosas (Pink Triangles),"Decorative arts, Textiles",2020
Teresa Lanceta,Triángulo negro (Black Triangle),"Decorative arts, Textiles",2020
George Landow,The Evil Faerie,Film,2009
Las Yeguas del Apocalipsis,Las dos Fridas (Two Fridas),"Performance, Photography",2015
Jonathan Lasker,The Eternal Silence of Infinite Space,Painting,2001
John Latham,Encyclopedia Britannica,Film,2010
Henri Laurens,Femme à l'éventail (Woman with a Fan),Sculpture,1995
Henri Laurens,Dialogue des morts I (Dialogue of the Dead I),"Work on paper, Drawing, Work on paper, Collage",1989
Henri Laurens,Dialogue des morts II (Dialogue of the Dead II),"Work on paper, Drawing, Work on paper, Collage",1989
Louise Lawler,Doubles / Pairs / Couples,Photography,2014
Laxeiro (José Otero Abeledo),Trasmundo (Afterworld),Painting,
Laxeiro (José Otero Abeledo),Guiñol (Puppet Theater),"Work on paper, Drawing",1988
Bonifacio Lázaro,Autorretrato (Selfportrait),Painting,2016
Bonifacio Lázaro,Autorretrato (Selfportrait),"Work on paper, Drawing",2017
Bonifacio Lázaro,Gente del mar (People of the Sea),Painting,1988
Bonifacio Lázaro,Nazaret,Painting,1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Sketch for the Painting]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelone II (The Fall of Barcelona II),Painting,1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),El Modulor (The Modulor),Sculpture,1987
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study for Lithography]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona (Study]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study for Lithography]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Chute de Barcelona (The Fall of Barcelona [Study]),"Work on paper, Drawing",1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Sin título (La caída de Barcelona) (Untitled [The Fall of Barcelona]),Graphic art,1988
Le Corbusier (Charles-Édouard Jeanneret-Gris),Sin título (La caída de Barcelona) (Untitled [The Fall of Barcelona]),Graphic art,1988
Julio Le Parc,Continuidad luminosa móvil (Mobile Luminous Continuity),Painting,1988
Julio Le Parc,Modulación 213 (Modulation 213),Painting,1988
Barry Le Va,"6 areas separately overlaid into 3 equal spaces, each area comprising of 5 circles target to and inscribed within centerpoints and lenghts through points of tangency…","Work on paper, Drawing",2011
Sol LeWitt,Wall Drawing #47,"Installation, Work on paper, Drawing",2009
Robert Lebel,Sur Marcel Duchamp (About Marcel Duchamp),Graphic art,2001
Fernand Léger,Nature morte à la lampe (Still Life with Lamp),Painting,2006
Fernand Léger,Peinture murale (Mural Painting),Painting,2000
Fernand Léger,"Joies essentielles, plaisirs nouveaux. Pavillon de l'Agriculture, Exposition Internationale des Arts et Techniques dans la Vie Moderne, Paris (Essential Happiness, New Pleasures. Agriculture Pavilion, International Exposition of Art and Technology in Modern Life, Paris)","Architecture, Photography",2014
Jac Leirner,To and From (MoMA Oxford),Sculpture,2018
Francisco Leiro,Tou Tou,Sculpture,1988
Francisco Leiro,Rarear (Select),Sculpture,2001
Nicolás de Lekuona,La calle de nadie (Nobody's Street),Photography,1988
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,Nace una diosa (A Goddess Is Born),"Photography, Work on paper, Collage",1990
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",1990
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",1990
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",1990
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",2007
Nicolás de Lekuona,Sin título (Untitled),Painting,2007
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",2007
Nicolás de Lekuona,No Title,Photography,1988
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",1990
Nicolás de Lekuona,Tactos sutiles (Subtle Touches),Painting,2007
Nicolás de Lekuona,No Title,"Photography, Work on paper, Collage",2007
Maurice Lemaître,Le film est déjà commencé? (Has the Film Started Yet?),Film,2010
Pedro Lemebel,Manifiesto. Hablo por mi diferencia (Manifesto. I Speak from My Difference),"Installation, Action",2013
Jana Leo,Sin título (Untitled),Photography,2000
Jana Leo,Sin título (Untitled),Photography,2000
Jana Leo,A.1,Photography,2000
Manuel León Astruc,Dos amigas (Two Friends),Painting,1988
Carlos León,Sin título I (Untitled I),Painting,2011
Carlos León,Sin título II (Untitled II),Painting,2011
Carlos León,Sin título III (Untitled III),Painting,2011
Zoe Leonard,Analogue,"Photography, Installation",2008
Carlos Leppe,El perchero (The Clothes Rack),"Photography, Action",2011
Carlos Leppe,"Acción de «La Estrella» (""La Estrella"" Action)","Photography, Action",2011
Carlos Leppe,Cuerpo correccional (Correctional Body),Photography,2019
Carlos Leppe,Las cantatrices (The Cantatrices),"Installation, Video, Performance",2018
Helen Levitt,"New York, 1936 (Boys in the Street)",Photography,2008
Helen Levitt,"New York, 1938 (Girl in the Street)",Photography,2008
Helen Levitt,"New York, c. 1940 (Boy with Rifle)",Photography,2008
Helen Levitt,"New York. Street Drawing, 1940 (Horse)",Photography,2008
Helen Levitt,"New York, 1940 (Children Drawing in the Street)",Photography,2008
Helen Levitt,"New York, 1940 (Boy Showing Off)",Photography,2008
Helen Levitt,"New York, 1940 (Boys Girl Stoop)",Photography,2008
Helen Levitt,"New York, 1940 (Kids Playing in Fire Hydrant, New York)",Photography,2008
Helen Levitt,"New York, 1940 (Kids Playing with a Scooter)",Photography,2008
Helen Levitt,"New York, c. 1940 (Boy with Arms Out)",Photography,2008
Helen Levitt,"New York. Street Drawing, 1940 (Plane and Boat)",Photography,2008
Helen Levitt,"New York. Street Drawing, 1940 (Ship and Flag)",Photography,2008
Helen Levitt,"New York. Street Drawing, 1940 (Woman Sticking Out Her Tongue)",Photography,2008
Helen Levitt,"New York, 1940 (Boy with Ribbon)",Photography,2008
Helen Levitt,"New York, 1940 (Man Watching Girl On Back)",Photography,2008
Helen Levitt,"New York. Street Drawing, 1940 (Dress)",Photography,2008
Helen Levitt,"New York, 1940 (Man and Two Kids)",Photography,2008
Helen Levitt,"New York, 1940 (Five Boys)",Photography,2008
Helen Levitt,"New York, c. 1940 (Children Playing With a Picture Frame)",Photography,2003
Helen Levitt,"New York, c. 1942 (Child Running to Mother)",Photography,2008
Helen Levitt,"New York, c. 1942 (Kids with Masks in the Tree)",Photography,2008
Helen Levitt,"New York, 1942 (Man and Girls on Columbus Avenue)",Photography,2003
Fritz Lewy,"El dia 25 de gener comença la batalla de l'ou, dintre de quatre anys Catalunya produïrà tots els ous que consum! (On 25 January the Battle of the Egg Begins. In Four Years Catalonia Will Produce All the Eggs it Eats!)",Graphic art,2009
